species,sci,lat,lon,month
Common Crane,Grus grus,42.753175,78.911002,5.0
Common Crane,Grus grus,51.34284,80.090536,5.0
Common Crane,Grus grus,50.212771,94.547538,5.0
Common Crane,Grus grus,50.213861,94.541641,5.0
Common Crane,Grus grus,42.994495,79.150188,5.0
Common Crane,Grus grus,41.197765,43.689339,5.0
Common Crane,Grus grus,42.99453,79.150177,5.0
Common Crane,Grus grus,53.387865,83.660512,6.0
Common Crane,Grus grus,54.511992,56.158821,6.0
Common Crane,Grus grus,54.536592,56.063542,6.0
Common Crane,Grus grus,41.175159,43.766116,6.0
Common Crane,Grus grus,41.194858,43.763566,6.0
Common Crane,Grus grus,56.704966,61.175142,6.0
Common Crane,Grus grus,52.687967,82.102004,6.0
Common Crane,Grus grus,56.746436,41.940776,6.0
Common Crane,Grus grus,55.046177,61.778075,6.0
Common Crane,Grus grus,53.129704,82.482426,6.0
Common Crane,Grus grus,54.966901,61.760243,6.0
Common Crane,Grus grus,52.995746,80.785357,6.0
Common Crane,Grus grus,56.93468,72.659023,6.0
Common Crane,Grus grus,53.778427,80.221807,6.0
Common Crane,Grus grus,57.168455,85.860091,6.0
Common Crane,Grus grus,52.733296,81.803464,6.0
Common Crane,Grus grus,54.10186,78.18585,6.0
Common Crane,Grus grus,54.10333,78.18644,6.0
Common Crane,Grus grus,41.429104,43.780474,6.0
Common Crane,Grus grus,56.648433,61.728843,6.0
Common Crane,Grus grus,55.139594,40.330273,6.0
Common Crane,Grus grus,53.977472,77.90912,6.0
Common Crane,Grus grus,57.84044,61.618915,6.0
Common Crane,Grus grus,54.376618,81.275892,6.0
Common Crane,Grus grus,55.164903,61.221965,6.0
Common Crane,Grus grus,54.261378,54.674726,6.0
Common Crane,Grus grus,57.94537,52.366983,6.0
Common Crane,Grus grus,57.857854,41.711286,6.0
Common Crane,Grus grus,54.361947,81.890307,6.0
Common Crane,Grus grus,52.811645,80.914133,6.0
Common Crane,Grus grus,54.054572,81.035236,6.0
Common Crane,Grus grus,55.575295,66.608933,6.0
Common Crane,Grus grus,53.586772,85.15411,6.0
Common Crane,Grus grus,55.273785,42.16817,6.0
Common Crane,Grus grus,51.374713,80.091553,6.0
Common Crane,Grus grus,53.849716,80.424337,6.0
Common Crane,Grus grus,56.247005,40.372493,6.0
Common Crane,Grus grus,54.948608,63.989516,6.0
Common Crane,Grus grus,56.411267,60.694718,6.0
Common Crane,Grus grus,52.71254,81.734867,6.0
Common Crane,Grus grus,46.078964,43.506689,6.0
Common Crane,Grus grus,54.260818,54.704254,6.0
Common Crane,Grus grus,42.738797,45.594262,6.0
Common Crane,Grus grus,52.085301,93.61967,6.0
Common Crane,Grus grus,55.323557,58.391211,6.0
Common Crane,Grus grus,54.107961,78.197839,6.0
Common Crane,Grus grus,45.583333,99.15,6.0
Common Crane,Grus grus,53.222868,85.628664,6.0
Common Crane,Grus grus,52.649561,81.515378,6.0
Common Crane,Grus grus,54.374275,81.25025,6.0
Common Crane,Grus grus,46.335833,42.799444,6.0
Common Crane,Grus grus,47.780787,102.714972,6.0
Common Crane,Grus grus,58.764878,41.068936,6.0
Common Crane,Grus grus,56.713612,61.202374,6.0
Common Crane,Grus grus,56.709571,61.212349,6.0
Common Crane,Grus grus,54.561602,83.770996,6.0
Common Crane,Grus grus,54.38299,82.700379,6.0
Common Crane,Grus grus,56.878827,70.726023,6.0
Common Crane,Grus grus,54.756276,87.025485,6.0
Common Crane,Grus grus,54.106575,78.196273,6.0
Common Crane,Grus grus,51.403586,94.804164,6.0
Common Crane,Grus grus,59.017958,54.641408,6.0
Common Crane,Grus grus,53.407372,78.815372,6.0
Common Crane,Grus grus,55.523407,78.47097,6.0
Common Crane,Grus grus,54.775364,45.566013,6.0
Common Crane,Grus grus,54.564397,56.001194,7.0
Common Crane,Grus grus,54.549656,78.654612,7.0
Common Crane,Grus grus,55.423035,57.911124,7.0
Common Crane,Grus grus,51.329879,93.549085,7.0
Common Crane,Grus grus,54.55907,62.20732,7.0
Common Crane,Grus grus,54.947868,57.109745,7.0
Common Crane,Grus grus,50.84892,85.845776,7.0
Common Crane,Grus grus,55.154079,61.679113,7.0
Common Crane,Grus grus,53.024003,58.629968,7.0
Common Crane,Grus grus,54.246854,54.707009,7.0
Common Crane,Grus grus,56.245983,60.906752,7.0
Common Crane,Grus grus,54.94257,61.742615,7.0
Common Crane,Grus grus,56.043421,48.172837,7.0
Common Crane,Grus grus,56.342064,69.690233,7.0
Common Crane,Grus grus,52.879259,81.889669,7.0
Common Crane,Grus grus,51.435844,94.676896,7.0
Common Crane,Grus grus,53.337069,58.699265,7.0
Common Crane,Grus grus,55.62983,44.198514,7.0
Common Crane,Grus grus,54.930865,61.790902,7.0
Common Crane,Grus grus,53.55152,84.59299,7.0
Common Crane,Grus grus,57.184925,85.824382,7.0
Common Crane,Grus grus,54.990018,61.76825,7.0
Common Crane,Grus grus,52.848362,50.627493,7.0
Common Crane,Grus grus,54.169476,40.348176,7.0
Common Crane,Grus grus,53.367016,58.690479,7.0
Common Crane,Grus grus,53.334337,58.699074,7.0
Common Crane,Grus grus,54.287415,46.653747,7.0
Common Crane,Grus grus,55.221246,58.222022,7.0
Common Crane,Grus grus,55.60572,40.40441,7.0
Common Crane,Grus grus,55.53898,40.23014,7.0
Common Crane,Grus grus,55.6061,40.40384,7.0
Common Crane,Grus grus,53.96424,58.86206,7.0
Common Crane,Grus grus,55.34361,40.10875,7.0
Common Crane,Grus grus,55.68805,72.32632,7.0
Common Crane,Grus grus,55.63709,72.52482,7.0
Common Crane,Grus grus,50.47249,87.61621,7.0
Common Crane,Grus grus,55.49808,67.79871,7.0
Common Crane,Grus grus,55.416002,67.877407,7.0
Common Crane,Grus grus,55.565784,85.647987,7.0
Common Crane,Grus grus,58.220113,52.532292,7.0
Common Crane,Grus grus,51.747954,81.523296,7.0
Common Crane,Grus grus,55.41474,65.72652,7.0
Common Crane,Grus grus,53.956007,80.471593,7.0
Common Crane,Grus grus,56.239404,45.429955,7.0
Common Crane,Grus grus,46.308822,42.955533,7.0
Common Crane,Grus grus,53.537453,84.579571,7.0
Common Crane,Grus grus,52.627489,81.859776,7.0
Common Crane,Grus grus,53.138596,82.504335,7.0
Common Crane,Grus grus,53.957418,80.485965,7.0
Common Crane,Grus grus,41.654296,43.666484,7.0
Common Crane,Grus grus,53.333523,58.700235,7.0
Common Crane,Grus grus,53.558281,84.59782,7.0
Common Crane,Grus grus,52.572322,83.687713,7.0
Common Crane,Grus grus,52.801209,50.755537,7.0
Common Crane,Grus grus,57.073719,40.379738,7.0
Common Crane,Grus grus,56.949013,40.330994,7.0
Common Crane,Grus grus,56.967032,40.329097,7.0
Common Crane,Grus grus,55.262708,58.517659,7.0
Common Crane,Grus grus,55.311248,58.453319,7.0
Common Crane,Grus grus,55.441576,67.973583,7.0
Common Crane,Grus grus,54.501827,62.376732,7.0
Common Crane,Grus grus,54.550769,62.141005,7.0
Common Crane,Grus grus,49.775,95.6,7.0
Common Crane,Grus grus,52.772855,82.468158,7.0
Common Crane,Grus grus,54.970912,61.769203,7.0
Common Crane,Grus grus,54.386575,80.892878,7.0
Common Crane,Grus grus,52.217996,104.502275,7.0
Common Crane,Grus grus,57.058285,41.96974,8.0
Common Crane,Grus grus,55.399536,61.528069,8.0
Common Crane,Grus grus,53.57271,81.96116,8.0
Common Crane,Grus grus,53.516995,81.893553,8.0
Common Crane,Grus grus,55.940057,69.255666,8.0
Common Crane,Grus grus,56.267916,44.419029,8.0
Common Crane,Grus grus,57.27615,58.97226,8.0
Common Crane,Grus grus,46.357226,42.916996,8.0
Common Crane,Grus grus,54.12376,78.3073,8.0
Common Crane,Grus grus,54.11279,78.30695,8.0
Common Crane,Grus grus,54.1236,78.30756,8.0
Common Crane,Grus grus,54.927783,82.935519,8.0
Common Crane,Grus grus,54.48328,40.430771,8.0
Common Crane,Grus grus,57.250059,42.270548,8.0
Common Crane,Grus grus,53.620579,81.492933,8.0
Common Crane,Grus grus,53.634361,56.507319,8.0
Common Crane,Grus grus,56.741185,65.98666,8.0
Common Crane,Grus grus,53.406309,82.264415,8.0
Common Crane,Grus grus,56.014651,61.231143,8.0
Common Crane,Grus grus,54.763615,85.49139,8.0
Common Crane,Grus grus,54.758818,85.487415,8.0
Common Crane,Grus grus,57.242945,42.264073,8.0
Common Crane,Grus grus,54.441125,84.750207,8.0
Common Crane,Grus grus,54.763608,85.491422,8.0
Common Crane,Grus grus,54.628261,83.09404,8.0
Common Crane,Grus grus,58.580636,92.106664,8.0
Common Crane,Grus grus,54.406391,40.720667,8.0
Common Crane,Grus grus,54.758807,85.487393,8.0
Common Crane,Grus grus,54.758818,85.487412,8.0
Common Crane,Grus grus,56.28617,83.43114,8.0
Common Crane,Grus grus,55.37838,61.766053,8.0
Common Crane,Grus grus,54.822714,80.071701,8.0
Common Crane,Grus grus,54.413292,40.396837,8.0
Common Crane,Grus grus,56.03807,44.296237,8.0
Common Crane,Grus grus,55.198519,82.780576,8.0
Common Crane,Grus grus,50.017438,89.065745,8.0
Common Crane,Grus grus,54.12414,78.82198,8.0
Common Crane,Grus grus,54.10986,78.19738,8.0
Common Crane,Grus grus,54.12218,78.82985,8.0
Common Crane,Grus grus,53.91911,77.65743,8.0
Common Crane,Grus grus,53.91784,77.64904,8.0
Common Crane,Grus grus,53.90373,77.64597,8.0
Common Crane,Grus grus,53.9829,77.81291,8.0
Common Crane,Grus grus,53.91848,77.65278,8.0
Common Crane,Grus grus,53.92216,77.67547,8.0
Common Crane,Grus grus,54.15226,78.16432,8.0
Common Crane,Grus grus,54.37259,77.61612,8.0
Common Crane,Grus grus,54.37233,77.61596,8.0
Common Crane,Grus grus,54.12613,78.20683,8.0
Common Crane,Grus grus,54.12001,78.18052,8.0
Common Crane,Grus grus,54.12864,78.21888,8.0
Common Crane,Grus grus,53.511305,85.246389,8.0
Common Crane,Grus grus,54.452081,56.490968,8.0
Common Crane,Grus grus,57.000562,86.133757,8.0
Common Crane,Grus grus,56.021351,43.190287,8.0
Common Crane,Grus grus,53.409211,81.441226,8.0
Common Crane,Grus grus,54.962304,61.772814,8.0
Common Crane,Grus grus,56.237516,63.534938,8.0
Common Crane,Grus grus,45.988963,43.576242,8.0
Common Crane,Grus grus,56.207686,52.930035,8.0
Common Crane,Grus grus,56.016249,69.485738,8.0
Common Crane,Grus grus,54.453346,56.381618,8.0
Common Crane,Grus grus,55.067075,61.807484,8.0
Common Crane,Grus grus,54.897793,55.597924,8.0
Common Crane,Grus grus,58.497175,55.208072,8.0
Common Crane,Grus grus,54.981306,61.75345,8.0
Common Crane,Grus grus,55.922663,69.320506,8.0
Common Crane,Grus grus,58.736623,56.886957,8.0
Common Crane,Grus grus,56.431715,41.49843,8.0
Common Crane,Grus grus,54.01846,86.445961,8.0
Common Crane,Grus grus,54.452206,56.492838,8.0
Common Crane,Grus grus,54.247157,54.697476,8.0
Common Crane,Grus grus,54.2375,56.394726,8.0
Common Crane,Grus grus,53.791542,55.950486,8.0
Common Crane,Grus grus,55.47853,58.341914,8.0
Common Crane,Grus grus,56.207686,52.930035,8.0
Common Crane,Grus grus,56.207686,52.930035,8.0
Common Crane,Grus grus,54.545626,47.143697,8.0
Common Crane,Grus grus,56.207686,52.930035,8.0
Common Crane,Grus grus,54.476331,72.94149,8.0
Common Crane,Grus grus,52.233903,104.420825,8.0
Common Crane,Grus grus,53.269575,92.009533,8.0
Common Crane,Grus grus,56.705961,61.253455,8.0
Common Crane,Grus grus,56.207686,52.930035,8.0
Common Crane,Grus grus,56.887194,66.464593,8.0
Common Crane,Grus grus,55.602159,69.246667,8.0
Common Crane,Grus grus,54.441565,40.130912,8.0
Common Crane,Grus grus,54.746837,40.070685,8.0
Common Crane,Grus grus,54.472351,72.927115,8.0
Common Crane,Grus grus,54.458391,40.133978,8.0
Common Crane,Grus grus,56.515934,67.156278,8.0
Common Crane,Grus grus,57.081034,40.361185,8.0
Common Crane,Grus grus,56.106331,64.142618,8.0
Common Crane,Grus grus,47.938943,91.98915,8.0
Common Crane,Grus grus,47.895765,92.001058,8.0
Common Crane,Grus grus,47.158888,92.681468,8.0
Common Crane,Grus grus,56.132362,83.713134,8.0
Common Crane,Grus grus,56.132362,83.713134,8.0
Common Crane,Grus grus,53.152403,83.515677,8.0
Common Crane,Grus grus,56.132362,83.713134,8.0
Common Crane,Grus grus,54.106114,78.823252,8.0
Common Crane,Grus grus,54.384249,82.693153,8.0
Common Crane,Grus grus,54.1236,78.30756,8.0
Common Crane,Grus grus,54.12864,78.21915,8.0
Common Crane,Grus grus,54.12329,78.82592,8.0
Common Crane,Grus grus,53.409832,85.752931,8.0
Common Crane,Grus grus,53.515907,85.563607,8.0
Common Crane,Grus grus,54.716144,40.854719,8.0
Common Crane,Grus grus,54.708292,40.832166,8.0
Common Crane,Grus grus,55.261466,62.032408,8.0
Common Crane,Grus grus,55.807823,90.931818,8.0
Common Crane,Grus grus,58.57524,55.651023,9.0
Common Crane,Grus grus,54.968572,61.753468,9.0
Common Crane,Grus grus,55.32073,40.09006,9.0
Common Crane,Grus grus,41.186227,43.767151,9.0
Common Crane,Grus grus,56.232521,47.530529,9.0
Common Crane,Grus grus,56.253122,40.065695,9.0
Common Crane,Grus grus,55.901097,53.935417,9.0
Common Crane,Grus grus,54.911079,55.608083,9.0
Common Crane,Grus grus,55.437054,58.421416,9.0
Common Crane,Grus grus,56.368727,61.405092,9.0
Common Crane,Grus grus,55.301037,56.705916,9.0
Common Crane,Grus grus,55.319988,40.08963,9.0
Common Crane,Grus grus,54.321738,56.455863,9.0
Common Crane,Grus grus,56.368712,61.385231,9.0
Common Crane,Grus grus,56.267195,49.373422,9.0
Common Crane,Grus grus,56.36974,61.38753,9.0
Common Crane,Grus grus,46.006063,43.451839,9.0
Common Crane,Grus grus,54.963988,61.764614,9.0
Common Crane,Grus grus,55.696591,58.313734,9.0
Common Crane,Grus grus,57.028145,53.180506,9.0
Common Crane,Grus grus,56.312347,61.327786,9.0
Common Crane,Grus grus,51.525314,81.211149,9.0
Common Crane,Grus grus,51.791895,81.588476,9.0
Common Crane,Grus grus,55.894745,56.131117,9.0
Common Crane,Grus grus,56.354317,61.375923,9.0
Common Crane,Grus grus,56.323456,61.226004,9.0
Common Crane,Grus grus,56.261752,49.388139,9.0
Common Crane,Grus grus,56.83438,41.906347,9.0
Common Crane,Grus grus,54.952929,61.74986,9.0
Common Crane,Grus grus,52.722738,81.763066,9.0
Common Crane,Grus grus,54.989437,61.770647,9.0
Common Crane,Grus grus,56.356746,61.396703,9.0
Common Crane,Grus grus,54.307617,56.429228,9.0
Common Crane,Grus grus,56.259935,61.333399,9.0
Common Crane,Grus grus,51.026857,85.583817,9.0
Common Crane,Grus grus,54.418122,56.629335,9.0
Common Crane,Grus grus,54.906176,55.607606,9.0
Common Crane,Grus grus,54.905772,55.601534,9.0
Common Crane,Grus grus,56.484478,41.185683,9.0
Common Crane,Grus grus,57.961139,48.379892,9.0
Common Crane,Grus grus,56.296649,49.426133,9.0
Common Crane,Grus grus,45.997001,43.410355,9.0
Common Crane,Grus grus,54.98947,61.772237,9.0
Common Crane,Grus grus,52.738166,58.612448,9.0
Common Crane,Grus grus,46.488764,82.846528,9.0
Common Crane,Grus grus,55.457889,58.342495,9.0
Common Crane,Grus grus,55.372933,58.28401,9.0
Common Crane,Grus grus,49.734954,89.144508,9.0
Common Crane,Grus grus,55.320465,40.089917,9.0
Common Crane,Grus grus,54.818048,56.394369,9.0
Common Crane,Grus grus,55.330706,58.329627,9.0
Common Crane,Grus grus,55.429376,46.054622,9.0
Common Crane,Grus grus,56.654422,61.685117,9.0
Common Crane,Grus grus,55.362102,58.277705,9.0
Common Crane,Grus grus,56.378893,61.717833,9.0
Common Crane,Grus grus,58.593285,49.629711,9.0
Common Crane,Grus grus,56.245267,61.201639,9.0
Common Crane,Grus grus,55.279486,58.446315,9.0
Common Crane,Grus grus,56.581345,58.077692,9.0
Common Crane,Grus grus,55.438567,46.056903,9.0
Common Crane,Grus grus,56.353638,61.375465,9.0
Common Crane,Grus grus,54.262901,54.709456,9.0
Common Crane,Grus grus,55.437207,46.057134,9.0
Common Crane,Grus grus,57.607423,47.944023,9.0
Common Crane,Grus grus,55.331915,58.334391,9.0
Common Crane,Grus grus,54.523512,56.498821,9.0
Common Crane,Grus grus,55.430193,46.053154,9.0
Common Crane,Grus grus,55.427341,46.054819,9.0
Common Crane,Grus grus,55.843746,45.959922,9.0
Common Crane,Grus grus,55.434231,46.060672,9.0
Common Crane,Grus grus,55.365907,58.285601,9.0
Common Crane,Grus grus,54.23702,56.394852,9.0
Common Crane,Grus grus,55.425722,46.059094,9.0
Common Crane,Grus grus,57.592126,60.948045,9.0
Common Crane,Grus grus,47.079063,40.877497,9.0
Common Crane,Grus grus,54.909562,55.597357,9.0
Common Crane,Grus grus,51.512026,82.98887,9.0
Common Crane,Grus grus,52.438305,79.348142,9.0
Common Crane,Grus grus,55.850065,45.983076,9.0
Common Crane,Grus grus,55.309511,58.372843,9.0
Common Crane,Grus grus,55.28526,58.465189,9.0
Common Crane,Grus grus,57.882119,52.239844,9.0
Common Crane,Grus grus,56.266409,49.450239,9.0
Common Crane,Grus grus,53.485991,73.417617,9.0
Common Crane,Grus grus,55.367207,58.294762,9.0
Common Crane,Grus grus,51.283767,80.076035,9.0
Common Crane,Grus grus,54.434021,56.402755,9.0
Common Crane,Grus grus,51.277627,80.444394,9.0
Common Crane,Grus grus,58.463405,50.652389,9.0
Common Crane,Grus grus,53.487527,73.419128,9.0
Common Crane,Grus grus,51.108433,58.169739,9.0
Common Crane,Grus grus,50.034667,88.464837,9.0
Common Crane,Grus grus,55.257682,58.448031,9.0
Common Crane,Grus grus,55.619101,58.217271,9.0
Common Crane,Grus grus,50.034667,88.464837,9.0
Common Crane,Grus grus,50.034667,88.464837,9.0
Common Crane,Grus grus,54.385828,56.418005,9.0
Common Crane,Grus grus,55.698099,58.312977,9.0
Common Crane,Grus grus,55.63708,45.915561,9.0
Common Crane,Grus grus,55.590312,54.789453,9.0
Common Crane,Grus grus,51.98175,85.041275,9.0
Common Crane,Grus grus,50.034667,88.464837,9.0
Common Crane,Grus grus,55.428892,53.85557,9.0
Common Crane,Grus grus,55.782392,40.185034,9.0
Common Crane,Grus grus,55.782392,40.185034,9.0
Common Crane,Grus grus,55.782392,40.185034,9.0
Common Crane,Grus grus,53.371499,83.873013,9.0
Common Crane,Grus grus,45.57999,84.88927,9.0
Common Crane,Grus grus,56.204295,52.948571,9.0
Common Crane,Grus grus,56.204295,52.948571,9.0
Common Crane,Grus grus,56.204295,52.948571,9.0
Common Crane,Grus grus,56.204295,52.948571,9.0
Common Crane,Grus grus,55.839704,87.923289,9.0
Common Crane,Grus grus,52.642773,81.317082,9.0
Common Crane,Grus grus,55.844881,45.997992,9.0
Common Crane,Grus grus,52.520394,81.310772,9.0
Common Crane,Grus grus,52.503559,81.290796,9.0
Common Crane,Grus grus,54.512643,80.080837,9.0
Common Crane,Grus grus,52.520394,81.310772,9.0
Common Crane,Grus grus,52.8823,62.9591,9.0
Common Crane,Grus grus,56.359247,61.385068,9.0
Common Crane,Grus grus,56.354137,61.375843,9.0
Common Crane,Grus grus,55.783328,40.187808,9.0
Common Crane,Grus grus,55.783328,40.187808,9.0
Common Crane,Grus grus,54.713242,40.859437,9.0
Common Crane,Grus grus,56.677405,61.644936,9.0
Common Crane,Grus grus,42.747266,69.036447,9.0
Common Crane,Grus grus,41.239539,43.554298,9.0
Common Crane,Grus grus,41.241391,43.555111,9.0
Common Crane,Grus grus,41.240141,43.554663,9.0
Common Crane,Grus grus,41.249893,43.540988,9.0
Common Crane,Grus grus,41.23,43.55,9.0
Common Crane,Grus grus,53.315645,91.520895,9.0
Common Crane,Grus grus,58.567257,50.080248,10.0
Common Crane,Grus grus,54.257408,54.701972,10.0
Common Crane,Grus grus,54.077295,56.246444,10.0
Common Crane,Grus grus,52.260144,85.069865,10.0
Common Crane,Grus grus,55.526308,58.238234,10.0
Common Crane,Grus grus,55.341314,58.276074,10.0
Common Crane,Grus grus,54.604758,40.021856,10.0
Common Crane,Grus grus,54.604758,40.021856,10.0
Common Crane,Grus grus,55.299765,58.135219,10.0
Common Crane,Grus grus,54.204286,56.472827,10.0
Common Crane,Grus grus,55.261694,58.444199,10.0
Common Crane,Grus grus,55.226939,58.466897,10.0
Common Crane,Grus grus,54.647334,40.008971,10.0
Common Crane,Grus grus,55.222169,58.48783,10.0
Common Crane,Grus grus,55.256897,58.453289,10.0
Common Crane,Grus grus,55.172934,58.145284,10.0
Common Crane,Grus grus,53.615658,56.117824,10.0
Common Crane,Grus grus,53.718665,56.090358,10.0
Common Crane,Grus grus,54.710923,40.883616,10.0
Common Crane,Grus grus,51.437544,41.493317,11.0
Common Crane,Grus grus,29.607552,102.891359,11.0
Common Crane,Grus grus,42.325147,48.059718,11.0
Common Crane,Grus grus,43.662725,76.847456,11.0
Common Crane,Grus grus,59.795937,55.795137,11.0
Common Crane,Grus grus,44.59588,40.11287,11.0
Common Crane,Grus grus,22.367104,68.970499,11.0
Common Crane,Grus grus,18.641262,99.188235,11.0
Common Crane,Grus grus,22.367104,68.970499,11.0
Common Crane,Grus grus,22.367104,68.970499,11.0
Common Crane,Grus grus,46.554759,42.619159,11.0
Common Crane,Grus grus,22.905109,71.952008,11.0
Common Crane,Grus grus,22.916559,71.906392,11.0
Common Crane,Grus grus,22.884523,72.070745,11.0
Common Crane,Grus grus,22.916559,71.906392,11.0
Common Crane,Grus grus,22.820991,72.123935,11.0
Common Crane,Grus grus,22.916559,71.906392,11.0
Common Crane,Grus grus,42.326627,68.013472,11.0
Common Crane,Grus grus,22.031086,72.032486,11.0
Common Crane,Grus grus,23.088601,71.766612,11.0
Common Crane,Grus grus,22.912048,71.970267,11.0
Common Crane,Grus grus,22.819651,72.125266,11.0
Common Crane,Grus grus,43.636594,76.772791,11.0
Common Crane,Grus grus,22.044739,72.039171,11.0
Common Crane,Grus grus,23.328072,71.370269,11.0
Common Crane,Grus grus,23.568843,69.405566,11.0
Common Crane,Grus grus,26.679569,93.547965,12.0
Common Crane,Grus grus,46.480597,42.492625,12.0
Common Crane,Grus grus,22.61605,101.111663,12.0
Common Crane,Grus grus,22.61605,101.111663,12.0
Common Crane,Grus grus,18.540743,98.99228,12.0
Common Crane,Grus grus,27.810653,74.435067,12.0
Common Crane,Grus grus,26.920792,71.922436,12.0
Common Crane,Grus grus,27.810653,74.435067,12.0
Common Crane,Grus grus,27.390679,70.3155,12.0
Common Crane,Grus grus,22.820947,72.057186,12.0
Common Crane,Grus grus,42.932855,68.532011,12.0
Common Crane,Grus grus,26.891471,100.134385,12.0
Common Crane,Grus grus,22.820948,72.057186,12.0
Common Crane,Grus grus,23.31946,71.845863,12.0
Common Crane,Grus grus,46.595322,42.617283,12.0
Common Crane,Grus grus,23.59376,69.240031,12.0
Common Crane,Grus grus,46.441989,42.633599,12.0
Common Crane,Grus grus,23.409383,71.263301,1.0
Common Crane,Grus grus,23.1496,71.794898,1.0
Common Crane,Grus grus,23.140134,72.392839,1.0
Common Crane,Grus grus,22.470702,70.05773,1.0
Common Crane,Grus grus,23.136117,71.765708,1.0
Common Crane,Grus grus,34.183239,49.832234,1.0
Common Crane,Grus grus,23.342543,71.493951,1.0
Common Crane,Grus grus,23.128419,71.783052,1.0
Common Crane,Grus grus,24.294086,71.29746,1.0
Common Crane,Grus grus,21.536085,69.711494,1.0
Common Crane,Grus grus,22.407776,70.70732,1.0
Common Crane,Grus grus,20.00796,74.10402,1.0
Common Crane,Grus grus,23.557457,71.07862,1.0
Common Crane,Grus grus,23.133139,72.40304,1.0
Common Crane,Grus grus,22.819305,72.04364,1.0
Common Crane,Grus grus,22.602846,70.20099,1.0
Common Crane,Grus grus,22.823542,72.059204,1.0
Common Crane,Grus grus,23.14437,71.21011,1.0
Common Crane,Grus grus,23.582237,69.31515,1.0
Common Crane,Grus grus,23.14947,70.53377,1.0
Common Crane,Grus grus,23.647556,70.5465,1.0
Common Crane,Grus grus,21.21811,72.10048,1.0
Common Crane,Grus grus,23.137913,71.76892,1.0
Common Crane,Grus grus,23.133139,72.40304,1.0
Common Crane,Grus grus,23.144817,72.40114,1.0
Common Crane,Grus grus,22.523685,70.14224,1.0
Common Crane,Grus grus,21.224106,71.62846,1.0
Common Crane,Grus grus,23.137913,71.76892,1.0
Common Crane,Grus grus,23.137913,71.76892,1.0
Common Crane,Grus grus,24.384413,71.32759,1.0
Common Crane,Grus grus,22.823542,72.059204,1.0
Common Crane,Grus grus,20.795923,70.5657,1.0
Common Crane,Grus grus,23.15182,71.39425,1.0
Common Crane,Grus grus,22.786192,69.433655,1.0
Common Crane,Grus grus,23.140472,72.39285,1.0
Common Crane,Grus grus,23.14021,72.39225,1.0
Common Crane,Grus grus,23.315258,68.94924,1.0
Common Crane,Grus grus,22.844633,72.018166,1.0
Common Crane,Grus grus,22.582695,70.1908,1.0
Common Crane,Grus grus,21.510197,73.04121,1.0
Common Crane,Grus grus,24.294086,71.29746,1.0
Common Crane,Grus grus,28.484186,76.925285,1.0
Common Crane,Grus grus,21.020699,71.65828,1.0
Common Crane,Grus grus,23.502857,69.9688,1.0
Common Crane,Grus grus,25.47435,98.64375,1.0
Common Crane,Grus grus,22.785282,72.00611,1.0
Common Crane,Grus grus,23.587114,69.2488,1.0
Common Crane,Grus grus,23.587114,69.2488,1.0
Common Crane,Grus grus,22.363697,69.78024,1.0
Common Crane,Grus grus,22.891075,72.074455,1.0
Common Crane,Grus grus,22.15211,71.31857,1.0
Common Crane,Grus grus,22.8211,72.1186,1.0
Common Crane,Grus grus,22.531862,70.17371,1.0
Common Crane,Grus grus,21.885,70.619,1.0
Common Crane,Grus grus,26.651253,92.721924,1.0
Common Crane,Grus grus,18.643578,76.598206,1.0
Common Crane,Grus grus,23.580193,69.48612,1.0
Common Crane,Grus grus,23.133139,72.40304,1.0
Common Crane,Grus grus,27.796604,74.43263,1.0
Common Crane,Grus grus,21.637299,69.61822,1.0
Common Crane,Grus grus,23.597898,69.230865,1.0
Common Crane,Grus grus,22.829786,72.09826,1.0
Common Crane,Grus grus,23.137913,71.76892,1.0
Common Crane,Grus grus,24.394499,71.1072,1.0
Common Crane,Grus grus,22.819305,72.04364,1.0
Common Crane,Grus grus,20.00796,74.10402,1.0
Common Crane,Grus grus,23.207588,71.739006,1.0
Common Crane,Grus grus,22.786192,69.433655,1.0
Common Crane,Grus grus,23.133139,72.40304,1.0
Common Crane,Grus grus,23.250257,71.69395,1.0
Common Crane,Grus grus,23.347723,71.60848,1.0
Common Crane,Grus grus,24.50187,71.43569,1.0
Common Crane,Grus grus,23.26019,68.823715,1.0
Common Crane,Grus grus,23.133139,72.40304,1.0
Common Crane,Grus grus,22.523685,70.14224,1.0
Common Crane,Grus grus,23.137913,71.76892,1.0
Common Crane,Grus grus,22.646156,70.74076,1.0
Common Crane,Grus grus,22.913887,71.971466,1.0
Common Crane,Grus grus,22.82816,72.05756,1.0
Common Crane,Grus grus,21.072046,71.79241,1.0
Common Crane,Grus grus,23.127007,71.71312,1.0
Common Crane,Grus grus,24.29616,71.11643,1.0
Common Crane,Grus grus,23.582237,69.31515,1.0
Common Crane,Grus grus,22.066435,71.293,1.0
Common Crane,Grus grus,22.827286,72.05689,1.0
Common Crane,Grus grus,23.159533,71.71326,1.0
Common Crane,Grus grus,27.294653,70.501945,1.0
Common Crane,Grus grus,21.634277,69.65134,1.0
Common Crane,Grus grus,23.727919,71.12501,1.0
White Stork,Ciconia ciconia,40.94501,68.7393,1
White Stork,Ciconia ciconia,40.92217,68.71539,1
White Stork,Ciconia ciconia,40.56826,68.62864,1
White Stork,Ciconia ciconia,40.59208,68.6825,1
